Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
343,1266081744,iandupont,0,174.52,QB Marcus Mariota RB Todd Gurley II RB David Johnson WR Mike Evans WR Danny Amendola WR Corey Davis TE Travis Kelce FLEX Jonnu Smith DST Bears ,,,
344,1262111838,WaDaTa21 (19/20),0,174.5,QB Mitchell Trubisky FLEX James White RB Tarik Cohen RB Mike Davis WR Michael Thomas WR Tyreek Hill WR Kenny Golladay TE Trey Burton DST Jaguars ,,,
344,1265867662,craigschuett,0,174.5,QB Drew Brees FLEX Adrian Peterson RB Nick Chubb RB Aaron Jones WR Michael Thomas WR Tyler Boyd WR Josh Gordon TE Trey Burton DST Buccaneers ,,,
346,1268993027,queiss89 (8/10),0,174.44,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Kenny Golladay WR Corey Davis TE Jimmy Graham DST Rams ,,,
347,1264418588,Downriverfirepower,0,174.32,QB Philip Rivers RB Nick Chubb RB Mike Davis FLEX Julio Jones WR Michael Thomas WR Keenan Allen WR Maurice Harris TE Chris Herndon DST Chargers ,,,
348,1269677263,harveauto,0,174.3,QB Drew Brees RB Alvin Kamara RB Adrian Peterson FLEX Tevin Coleman WR Michael Thomas WR Corey Davis WR John Ross TE Austin Hooper DST Bears ,,,
349,1263488603,Dez1205,0,174.22,QB Jared Goff RB Melvin Gordon III RB David Johnson WR Davante Adams WR Doug Baldwin WR DeSean Jackson FLEX Trey Burton TE Eric Ebron DST Rams ,,,
349,1263728710,clarkgriswold (2/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
349,1263737914,clarkgriswold (7/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
349,1263747014,clarkgriswold (13/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
349,1263747019,clarkgriswold (14/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
349,1263747023,clarkgriswold (15/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
349,1263750312,clarkgriswold (19/20),0,174.22,QB Jared Goff FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Michael Thomas WR Josh Gordon WR Corey Davis TE Jack Doyle DST Buccaneers ,,,
356,1265782492,tigerhop,0,174.2,QB Drew Brees RB Alvin Kamara RB Adrian Peterson FLEX Nick Chubb WR Michael Thomas WR DeSean Jackson WR Jordy Nelson TE Austin Hooper DST Bills ,,,
357,1268441929,eorr33 (2/2),0,174.16,QB Patrick Mahomes RB Kareem Hunt RB Aaron Jones WR Tyreek Hill FLEX Josh Gordon WR Danny Amendola WR Anthony Miller TE Jordan Reed DST Chiefs ,,,
358,1267502855,JLUDEOBV (1/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267502860,JLUDEOBV (2/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267502881,JLUDEOBV (3/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267502912,JLUDEOBV (4/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267502929,JLUDEOBV (5/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267511443,JLUDEOBV (6/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267511450,JLUDEOBV (7/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267511472,JLUDEOBV (8/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267525141,JLUDEOBV (9/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267525154,JLUDEOBV (10/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267525159,JLUDEOBV (11/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267525164,JLUDEOBV (12/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267535497,JLUDEOBV (13/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267535507,JLUDEOBV (14/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267535511,JLUDEOBV (15/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267535527,JLUDEOBV (16/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267535543,JLUDEOBV (17/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267544469,JLUDEOBV (18/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267544519,JLUDEOBV (19/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
358,1267544536,JLUDEOBV (20/20),0,174.12,QB Marcus Mariota RB Aaron Jones RB Dion Lewis FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Jets ,,,
378,1269500470,tazdevil300 (3/3),0,174.1,QB Drew Brees FLEX Todd Gurley II RB Leonard Fournette RB Nick Chubb WR Keenan Allen WR Calvin Ridley WR Maurice Harris TE Ricky Seals-Jones DST Rams ,,,
379,1266751043,travshire (1/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266751046,travshire (2/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266751047,travshire (3/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266760068,travshire (4/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266760074,travshire (5/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266760082,travshire (6/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266770254,travshire (7/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266770262,travshire (8/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266770289,travshire (9/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
379,1266770291,travshire (10/20),0,174.06,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones FLEX Mike Davis WR Davante Adams WR Tyler Boyd WR Josh Gordon TE Jack Doyle DST Packers ,,,
389,1265196409,davin806,0,174.02,QB Jared Goff RB Nick Chubb RB Tevin Coleman FLEX Aaron Jones WR Tyler Boyd WR Robert Woods WR Cooper Kupp TE Austin Hooper DST Bears ,,,
390,1262898036,thegrecs21 (2/2),0,174,QB Drew Brees RB Melvin Gordon III RB Aaron Jones FLEX Duke Johnson Jr. WR Brandin Cooks WR Josh Gordon WR Christian Kirk TE Trey Burton DST Chargers ,,,
390,1268252950,Nickb007 (2/3),0,174,QB Matt Ryan FLEX Leonard Fournette RB Nick Chubb RB Tevin Coleman WR Tyreek Hill WR Josh Gordon WR Calvin Ridley TE Austin Hooper DST Jets ,,,
390,1268271169,Nickb007 (3/3),0,174,QB Matt Ryan FLEX Leonard Fournette RB Nick Chubb RB Tevin Coleman WR Tyreek Hill WR Josh Gordon WR Calvin Ridley TE Austin Hooper DST Jets ,,,
393,1268802313,markush420,0,173.9,QB Matt Ryan RB Aaron Jones RB Duke Johnson Jr. WR Julio Jones WR Michael Thomas FLEX Cooper Kupp WR Marquez Valdes-Scantling TE Austin Hooper DST Rams ,,,
394,1265467193,skinred44 (1/20),0,173.86,QB Patrick Mahomes RB Kareem Hunt RB Nick Chubb FLEX Aaron Jones WR Josh Gordon WR Corey Davis WR John Ross TE Travis Kelce DST Rams ,,,
395,1269252745,spark1je (17/20),0,173.84,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Mark Ingram WR Michael Thomas WR Marvin Jones Jr. WR Maurice Harris TE Jack Doyle DST Chiefs ,,,
395,1269174188,nyknixs33 (1/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269174243,nyknixs33 (2/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269174269,nyknixs33 (3/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269174312,nyknixs33 (4/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269174353,nyknixs33 (5/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269174365,nyknixs33 (6/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269182356,nyknixs33 (7/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269182437,nyknixs33 (8/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269182504,nyknixs33 (9/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269192034,nyknixs33 (10/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269192056,nyknixs33 (11/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269192080,nyknixs33 (12/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269192252,nyknixs33 (13/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269192292,nyknixs33 (14/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269196422,nyknixs33 (15/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269206377,nyknixs33 (16/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269206459,nyknixs33 (17/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269206543,nyknixs33 (18/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269215010,nyknixs33 (19/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
395,1269215105,nyknixs33 (20/20),0,173.84,QB Baker Mayfield RB Melvin Gordon III RB Aaron Jones FLEX Mike Evans WR Jarvis Landry WR Josh Gordon WR Corey Davis TE Austin Hooper DST Packers ,,,
416,1268806952,daddysbuttwhoopings,0,173.8,QB Mitchell Trubisky RB Joe Mixon RB David Johnson FLEX Dion Lewis WR Davante Adams WR Tyreek Hill WR Quincy Enunwa TE Trey Burton DST Rams ,,,
416,1269398959,jeddylee (1/2),0,173.8,QB Andrew Luck RB Todd Gurley II FLEX Alvin Kamara RB Dion Lewis WR T.Y. Hilton WR Allen Robinson II WR Corey Davis TE Benjamin Watson DST Packers ,,,
416,1269408753,jeddylee (2/2),0,173.8,QB Andrew Luck RB Todd Gurley II FLEX Alvin Kamara RB Dion Lewis WR T.Y. Hilton WR Allen Robinson II WR Corey Davis TE Benjamin Watson DST Packers ,,,
419,1267621342,bardolino,0,173.7,QB Blake Bortles RB Joe Mixon RB David Johnson FLEX Leonard Fournette WR Julio Jones WR Donte Moncrief WR Adam Humphries TE Jack Doyle DST Packers ,,,
420,1269590919,IoNlyDrmOfU (3/14),0,173.6,QB Andrew Luck RB Todd Gurley II RB Tevin Coleman FLEX Dion Lewis WR Michael Thomas WR T.Y. Hilton WR Corey Davis TE Eric Ebron DST Bills ,,,
421,1269908649,stephf410,0,173.42,QB Andy Dalton FLEX Melvin Gordon III RB David Johnson RB Nick Chubb WR Julio Jones WR John Ross WR Maurice Harris TE Jack Doyle DST Rams ,,,
421,1261423862,Menny89,0,173.42,QB Jared Goff RB Todd Gurley II RB Rashaad Penny WR Tyreek Hill FLEX Brandin Cooks WR Robert Woods WR Doug Baldwin TE Tyler Higbee DST Patriots ,,,
423,1269335363,seaveym (10/11),0,173.4,QB Mitchell Trubisky RB Todd Gurley II RB Melvin Gordon III WR Michael Thomas WR Corey Davis WR Josh Doctson FLEX Jordy Nelson TE Nick Vannett DST Falcons ,,,
424,1267555446,54fighting (4/4),0,173.36,QB Patrick Mahomes RB Todd Gurley II RB Aaron Jones FLEX Dion Lewis WR Michael Thomas WR Danny Amendola WR Corey Davis TE Jack Doyle DST Rams ,,,
425,1269074967,thielmi (2/2),0,173.34,QB Josh McCown RB Todd Gurley II RB Melvin Gordon III FLEX Duke Johnson Jr. WR Julian Edelman WR Marquez Valdes-Scantling WR Allen Robinson II TE Eric Ebron DST Buccaneers ,,,
426,1263536969,dlprince,0,173.3,QB Matt Ryan RB Dion Lewis RB Mark Ingram FLEX Mike Davis WR Julio Jones WR Michael Thomas WR Corey Davis TE Travis Kelce DST Falcons ,,,
427,1269223240,tmb2260 (1/2),0,173.26,QB Patrick Mahomes RB Melvin Gordon III RB Duke Johnson Jr. WR Michael Thomas WR Kenny Golladay FLEX DeSean Jackson WR Tyler Lockett TE Eric Ebron DST Rams ,,,
428,1263630836,andyscis,0,173.22,QB Philip Rivers RB Marlon Mack RB Tarik Cohen WR Tyreek Hill FLEX Brandin Cooks WR Robert Woods WR DeSean Jackson TE Eric Ebron DST Chargers ,,,
429,1263728733,clarkgriswold (3/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263737935,clarkgriswold (8/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263737942,clarkgriswold (9/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263737944,clarkgriswold (10/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263747040,clarkgriswold (16/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263747057,clarkgriswold (17/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1263750331,clarkgriswold (20/20),0,173.14,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Dion Lewis WR Keenan Allen WR Josh Gordon WR Corey Davis TE Jordan Reed DST Packers ,,,
429,1267295783,RedFeather64 (4/5),0,173.14,QB Russell Wilson RB Todd Gurley II RB David Johnson FLEX Aaron Jones WR Tyler Boyd WR Marvin Jones Jr. WR Doug Baldwin TE Jonnu Smith DST Rams ,,,
437,1268494240,dsoz (1/2),0,173.04,QB Mitchell Trubisky RB James White RB Nick Chubb WR Tyler Boyd WR Julian Edelman WR Robert Woods FLEX Danny Amendola TE Austin Hooper DST Rams ,,,
438,1269646421,jsilva254 (1/4),0,173,QB Patrick Mahomes FLEX Melvin Gordon III RB Nick Chubb RB Duke Johnson Jr. WR Julian Edelman WR Calvin Ridley WR DeSean Jackson TE Austin Hooper DST Saints ,,,
439,1263562523,dherron21,0,172.9,QB Matt Ryan RB Melvin Gordon III RB Nick Chubb FLEX LeSean McCoy WR Julio Jones WR Josh Gordon WR Dede Westbrook TE Benjamin Watson DST Rams ,,,
440,1262883304,marino3313,0,172.8,QB Drew Brees RB Alvin Kamara RB Nick Chubb FLEX Aaron Jones WR Mike Evans WR Larry Fitzgerald WR Marquez Valdes-Scantling TE Benjamin Watson DST Chargers ,,,
440,1263169364,Bigtime5x,0,172.8,QB Drew Brees RB Alvin Kamara FLEX Nick Chubb RB Tevin Coleman WR Michael Thomas WR DeSean Jackson WR Zay Jones TE O.J. Howard DST Rams ,,,
442,1266624693,mack829,0,172.76,QB Patrick Mahomes FLEX Aaron Jones RB Duke Johnson Jr. RB Dion Lewis WR Michael Thomas WR Tyreek Hill WR Josh Gordon TE C.J. Uzomah DST Packers ,,,
443,1269455005,passante13 (2/2),0,172.72,QB Philip Rivers RB Melvin Gordon III RB Adrian Peterson FLEX Nick Chubb WR Davante Adams WR Kenny Golladay WR Adam Humphries TE Austin Hooper DST Bills ,,,
444,1268340416,mshaas (5/8),0,172.62,QB Marcus Mariota RB Todd Gurley II RB Melvin Gordon III FLEX Alvin Kamara WR Corey Davis WR John Ross WR David Moore TE Austin Hooper DST Buccaneers ,,,
445,1269590920,IoNlyDrmOfU (4/14),0,172.6,QB Andrew Luck RB Todd Gurley II RB Tevin Coleman FLEX Dion Lewis WR Michael Thomas WR T.Y. Hilton WR Corey Davis TE Eric Ebron DST Chiefs ,,,
446,1265724484,Chaos4Theory (12/20),0,172.46,QB Patrick Mahomes RB Todd Gurley II RB Aaron Jones WR Michael Thomas WR Marquez Valdes-Scantling WR Corey Davis FLEX Chris Conley TE Jordan Reed DST Bills ,,,
446,1269519779,dubbh031,0,172.46,QB Patrick Mahomes FLEX David Johnson RB Dion Lewis RB Mark Ingram WR Michael Thomas WR Kenny Golladay WR DeSean Jackson TE Jack Doyle DST Chargers ,,,
448,1263692835,chipbullets (2/2),0,172.42,QB Alex Smith RB David Johnson RB Nick Chubb WR Michael Thomas FLEX Tyreek Hill WR Josh Gordon WR Maurice Harris TE Benjamin Watson DST Jets ,,,
448,1265369206,Mwerner77,0,172.42,QB Alex Smith FLEX Leonard Fournette RB Tarik Cohen RB Aaron Jones WR Brandin Cooks WR Josh Gordon WR Josh Doctson TE Travis Kelce DST Chargers ,,,
450,1269337824,jonny999,0,172.36,QB Patrick Mahomes RB Melvin Gordon III RB Aaron Jones WR Davante Adams WR Calvin Ridley FLEX Tyler Lockett WR Dede Westbrook TE Eric Ebron DST Buccaneers ,,,
451,1268632169,vardy5,0,172.34,QB Ryan Fitzpatrick RB Melvin Gordon III RB Kareem Hunt FLEX David Johnson WR Allen Robinson II WR DeSean Jackson WR Kenny Stills TE Austin Hooper DST Buccaneers ,,,
452,1266834616,Mr.Hudspeth,0,172.22,QB Philip Rivers RB Melvin Gordon III RB David Johnson WR Michael Thomas WR Josh Gordon WR Zay Jones FLEX Jimmy Graham TE Austin Hooper DST Rams ,,,
453,1261288411,thorny72,0,172.2,QB Drew Brees RB Kareem Hunt RB Nick Chubb WR Keenan Allen WR Robert Woods WR Marquez Valdes-Scantling FLEX Trey Burton TE Eric Ebron DST Bears ,,,
454,1268474938,st0mps (5/6),0,172.16,QB Aaron Rodgers RB Nick Chubb RB Aaron Jones WR Davante Adams FLEX Robert Woods WR Tyler Lockett WR Tyrell Williams TE Travis Kelce DST Rams ,,,
455,1268045428,clilley,0,172.1,QB Matt Ryan FLEX Alvin Kamara RB Nick Chubb RB Aaron Jones WR Josh Gordon WR Tre'Quan Smith WR Maurice Harris TE Travis Kelce DST Packers ,,,
455,1265446773,tpthall9,0,172.1,QB Matt Ryan RB Todd Gurley II RB Alvin Kamara FLEX Jordan Howard WR Tyreek Hill WR Tyrell Williams WR Rashard Higgins TE Eric Ebron DST Titans ,,,
457,1269016214,brieckpsu (1/4),0,172,QB Matt Ryan RB Aaron Jones RB Duke Johnson Jr. WR Julio Jones WR Michael Thomas WR Josh Gordon FLEX John Ross TE Trey Burton DST Chiefs ,,,
458,1268432390,WhoDat117 (1/2),0,171.94,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Aaron Jones RB Mike Davis WR Michael Thomas WR Marvin Jones Jr. WR Corey Davis TE Trey Burton DST Jets ,,,
459,1267240217,guiness53,0,171.92,QB Philip Rivers RB David Johnson FLEX Leonard Fournette RB Tarik Cohen WR Davante Adams WR Keenan Allen WR Kenny Golladay TE Ricky Seals-Jones DST Rams ,,,
459,1268067527,whiteb3,0,171.92,QB Philip Rivers FLEX David Johnson RB Leonard Fournette RB Nick Chubb WR Keenan Allen WR Josh Gordon WR Tre'Quan Smith TE Trey Burton DST Bears ,,,
459,1265467199,skinred44 (7/20),0,171.92,QB Jared Goff RB Todd Gurley II RB Nick Chubb WR Robert Woods WR Josh Gordon FLEX DeSean Jackson WR Corey Davis TE Jordan Reed DST Rams ,,,
462,1268459029,SuperWashedUp (2/3),0,171.9,QB Matt Ryan RB Melvin Gordon III RB Tarik Cohen WR Tyreek Hill WR Cooper Kupp FLEX Tyler Lockett WR Adam Humphries TE Eric Ebron DST Colts ,,,
463,1261308602,OnehotQuazi (1/2),0,171.8,QB Drew Brees RB Alvin Kamara RB Kareem Hunt WR Michael Thomas WR Kenny Golladay WR Chester Rogers TE Austin Hooper FLEX Eric Ebron DST Saints ,,,
464,1269120052,Marley_426,0,171.72,QB Josh Rosen RB David Johnson RB Nick Chubb FLEX Tarik Cohen WR Michael Thomas WR Cooper Kupp WR Larry Fitzgerald TE Trey Burton DST Bears ,,,
464,1269916280,CarolinaBlueBlood007 (2/2),0,171.72,QB Philip Rivers RB David Johnson FLEX Leonard Fournette RB Nick Chubb WR Tyler Boyd WR Robert Woods WR DeSean Jackson TE Antonio Gates DST Chargers ,,,
466,1268962791,supergreek00 (4/20),0,171.7,QB Drew Brees RB Duke Johnson Jr. RB Mike Davis WR Michael Thomas WR Davante Adams FLEX Tyler Boyd WR John Ross TE Eric Ebron DST Bears ,,,
466,1269000480,supergreek00 (13/20),0,171.7,QB Drew Brees RB Duke Johnson Jr. RB Mike Davis WR Michael Thomas WR Davante Adams FLEX Tyler Boyd WR John Ross TE Eric Ebron DST Bears ,,,
468,1266990318,Briantrail47 (1/2),0,171.5,QB Drew Brees FLEX Todd Gurley II RB Aaron Jones RB Elijah McGuire WR Michael Thomas WR Keenan Allen WR John Ross TE Jordan Reed DST Rams ,,,
468,1267465489,cae1973,0,171.5,QB Mitchell Trubisky RB Melvin Gordon III FLEX David Johnson RB Tevin Coleman WR Tyreek Hill WR Taylor Gabriel WR DeSean Jackson TE Vernon Davis DST Bills ,,,
