,Unnamed: 0,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary,Actual_Points,Ownership
105,105,Dak Prescott,Saquon Barkley,Leonard Fournette,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,144.35000000000005,49800,154.38,3.47%68.56%13.57%51.07%38.69%10.20%63.17%14.97%12.44%
106,106,Kyler Murray,Todd Gurley,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Chris Godwin,Philadelphia Eagles,144.34999999999997,49500,165.95999999999998,58.19%15.87%52.23%51.07%38.69%10.20%63.17%34.01%12.44%
107,107,Jameis Winston,Patrick Laird,Saquon Barkley,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,144.256,49700,205.82,0.53%49.78%68.56%51.07%10.20%0.64%63.17%14.97%12.44%
108,108,Dak Prescott,Chris Carson,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Julio Jones,Detroit Lions,144.20000000000005,49900,191.48,3.47%55.68%52.23%51.07%38.69%10.20%63.17%0.64%37.57%
109,109,Dak Prescott,Patrick Laird,Leonard Fournette,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,144.14,49800,170.38,3.47%49.78%13.57%51.07%38.69%0.64%63.17%52.23%37.57%
110,110,Dak Prescott,Patrick Laird,Leonard Fournette,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Detroit Lions,143.95999999999995,49900,177.38,3.47%49.78%13.57%51.07%10.20%0.64%63.17%52.23%37.57%
111,111,Kyler Murray,Patrick Laird,Todd Gurley,Dede Westbrook,Darius Slayton,Julio Jones,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,143.75999999999996,49700,173.76,58.19%49.78%15.87%38.69%10.20%0.64%63.17%52.23%12.44%
112,112,Dak Prescott,Leonard Fournette,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Julio Jones,Detroit Lions,143.74,50000,174.07999999999998,3.47%13.57%52.23%51.07%38.69%10.20%63.17%0.64%37.57%
113,113,Kyler Murray,Patrick Laird,Todd Gurley,Chris Conley,Dede Westbrook,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,143.44,49600,163.06,58.19%49.78%15.87%51.07%38.69%14.97%63.17%52.23%12.44%
114,114,Kyler Murray,Patrick Laird,Todd Gurley,Chris Conley,Darius Slayton,DeAndre Hopkins,Tyler Higbee,Christian McCaffrey,Philadelphia Eagles,143.26,49700,170.06,58.19%49.78%15.87%51.07%10.20%14.97%63.17%52.23%12.44%
115,115,Kyler Murray,Todd Gurley,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,143.04,49800,166.76,58.19%15.87%52.23%51.07%38.69%10.20%63.17%14.97%12.44%
116,116,Jameis Winston,Patrick Laird,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,DeAndre Hopkins,Philadelphia Eagles,142.476,49600,172.72,0.53%49.78%52.23%51.07%38.69%10.20%63.17%14.97%12.44%
117,117,Kyler Murray,Patrick Laird,Christian McCaffrey,Chris Conley,Dede Westbrook,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,142.22,49500,178.66,58.19%49.78%52.23%51.07%38.69%0.64%63.17%14.97%37.57%
118,118,Dak Prescott,Todd Gurley,Christian McCaffrey,Chris Conley,Dede Westbrook,Darius Slayton,Tyler Higbee,Julio Jones,Philadelphia Eagles,142.17999999999995,49500,187.57999999999998,3.47%15.87%52.23%51.07%38.69%10.20%63.17%0.64%12.44%
119,119,Kyler Murray,Patrick Laird,Christian McCaffrey,Chris Conley,Darius Slayton,Julio Jones,Tyler Higbee,DeAndre Hopkins,Detroit Lions,142.04,49600,185.66,58.19%49.78%52.23%51.07%10.20%0.64%63.17%14.97%37.57%
