,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
570,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Dolphins  (15356409),49700.0,116.2747142857143,150.16185714285714,202.21442857142856,793,571,32,1396,286,112.03999999999999,39.8111111111111
571,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49800.0,118.92871428571428,150.15285714285716,186.71285714285716,309,572,2027,2908,948,130.22,28.141111111111112
572,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49800.0,120.69871428571429,150.15285714285713,189.1514285714286,111,573,1782,2466,730,116.22,41.835555555555544
573,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,117.64885714285714,150.14957142857142,191.34485714285717,525,574,1444,2543,773,158.39999999999998,31.307777777777776
574,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49600.0,115.22371428571431,150.14785714285716,190.14285714285717,1061,575,1661,3297,1117,114.22,33.312222222222225
575,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,117.24585714285715,150.14357142857142,192.59285714285718,606,576,1214,2396,688,144.42,39.28999999999999
576,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Adam Humphries (15356020),Dolphins  (15356409),49900.0,115.94671428571431,150.13885714285712,190.7634285714286,874,577,1558,3009,1005,159.8,25.683333333333337
577,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Mike Williams (15355946),Jets  (15356411),49900.0,116.28085714285713,150.13357142857143,194.65285714285716,792,578,813,2183,584,123.52000000000001,22.087777777777777
578,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),50000.0,115.07971428571429,150.13185714285714,199.26585714285716,1086,579,177,1842,467,147.54,30.761111111111106
579,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Jets  (15356411),49700.0,118.34585714285713,150.12857142857143,192.47285714285718,405,580,1234,2219,601,109.22,32.34777777777778
580,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Mike Williams (15355946),Dolphins  (15356409),50000.0,113.79971428571429,150.12685714285712,202.05442857142862,1352,581,35,1968,510,131.74,39.312222222222225
581,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49800.0,114.09471428571429,150.12185714285715,197.43585714285717,1293,582,370,2245,616,131.44,35.87777777777777
582,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),50000.0,118.38885714285715,150.11957142857142,192.32485714285718,397,583,1262,2242,613,147.79999999999998,32.584444444444436
583,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49700.0,116.24385714285714,150.11457142857142,194.69485714285716,802,584,803,2189,587,153.89999999999998,35.72333333333333
584,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,115.33885714285714,150.11457142857142,192.67485714285718,1029,585,1199,2813,909,145.99999999999997,27.44111111111111
585,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Jets  (15356411),49500.0,114.60185714285713,150.10757142857142,195.39585714285718,1189,586,679,2454,718,128.64,41.978888888888875
586,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Breshad Perriman (15355972),Jets  (15356411),50000.0,115.87085714285715,150.0935714285714,192.31285714285718,891,587,1267,2745,864,128.92000000000002,31.848888888888887
587,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),50000.0,117.4367142857143,150.08885714285714,197.75485714285716,567,588,328,1483,322,153.5,41.42444444444444
588,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,116.19885714285715,150.0745714285714,197.12485714285717,810,589,408,1807,448,157.5,36.28
589,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49600.0,118.72171428571428,150.07385714285715,192.2884285714286,344,590,1271,2205,595,118.89999999999999,24.68777777777778
590,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),T.Y. Hilton (15355876),Jonnu Smith (15356204),Melvin Gordon III (15355634),Cardinals  (15356396),49900.0,117.27171428571428,150.06385714285716,193.52985714285717,600,591,1044,2235,609,146.79999999999998,24.711111111111112
591,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Amari Cooper (15355854),Jets  (15356411),50000.0,119.53085714285713,150.0585714285714,191.31285714285718,222,592,1453,2267,624,148.51999999999998,27.234444444444442
592,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),T.Y. Hilton (15355876),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),49600.0,117.77885714285715,150.04957142857143,191.48985714285718,503,593,1421,2517,758,143.99999999999997,30.81222222222222
593,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),50000.0,117.54585714285713,150.04357142857143,193.95785714285716,546,594,967,2107,556,123.21999999999998,37.79555555555555
594,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,114.3647142857143,150.03685714285714,196.81085714285717,1245,595,453,2293,637,111.84,40.764444444444436
595,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,118.52885714285713,150.02957142857142,193.41485714285716,371,596,1067,2034,533,158.0,23.667777777777776
596,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49700.0,117.84871428571431,150.02785714285716,190.80285714285716,491,597,1549,2637,809,107.02000000000001,36.91777777777778
597,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,116.63885714285715,150.02457142857142,199.55485714285717,722,598,148,1468,318,146.3,34.29666666666666
598,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),50000.0,119.96871428571428,150.02285714285716,189.05785714285716,168,599,1795,2562,779,98.42,27.923333333333332
599,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49700.0,114.87185714285715,150.0225714285714,194.77085714285718,1135,600,791,2526,763,109.03999999999999,46.865555555555545
600,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Davante Adams (15355828),Mike Williams (15355946),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),50000.0,118.6887142857143,150.01785714285714,191.84642857142862,348,601,1349,2298,640,82.62,36.474444444444444
601,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),50000.0,119.72171428571428,150.00385714285716,196.47485714285716,199,602,514,1315,250,157.6,29.36888888888889
602,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),Breshad Perriman (15355972),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49700.0,113.01471428571428,149.99685714285715,201.52585714285712,1514,603,46,2163,576,108.24000000000001,44.65444444444444
603,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49600.0,113.19971428571431,149.99685714285712,196.17942857142856,1470,604,563,2637,810,108.83999999999999,34.85999999999999
604,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Jets  (15356411),49700.0,120.22885714285714,149.98957142857142,194.43485714285717,140,605,859,1604,380,154.79999999999998,35.47
605,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Jets  (15356411),49500.0,116.49885714285715,149.9745714285714,198.48985714285718,747,606,247,1600,378,136.3,34.785555555555554
606,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49900.0,118.19171428571428,149.96385714285714,191.07342857142856,434,607,1498,2539,771,156.39999999999998,32.66888888888889
607,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,116.39185714285715,149.9575714285714,199.66585714285716,767,608,134,1509,335,110.84,34.61666666666666
608,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,115.80885714285715,149.95457142857143,192.40485714285717,908,609,1248,2765,872,151.0,29.56222222222222
609,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Cardinals  (15356396),49500.0,118.92171428571429,149.95385714285715,193.58985714285717,311,610,1033,1954,505,111.5,24.913333333333334
610,Kyler Murray (15355534),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Diontae Johnson (15355932),Jets  (15356411),49700.0,113.00685714285713,149.95257142857142,197.30585714285718,1515,611,385,2511,753,147.93999999999997,33.839999999999996
611,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Mike Williams (15355946),Breshad Perriman (15355972),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49500.0,117.6417142857143,149.94885714285715,196.3784285714286,527,612,530,1669,400,95.7,33.464444444444446
612,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,118.84585714285713,149.94857142857143,190.84785714285718,324,613,1541,2478,736,111.22,30.85666666666667
613,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Mike Williams (15355946),Dolphins  (15356409),50000.0,116.82371428571429,149.94785714285715,194.38142857142861,686,614,875,2175,580,121.52000000000001,23.44888888888889
614,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Dolphins  (15356409),49800.0,118.88871428571429,149.94285714285715,192.20142857142858,315,615,1288,2218,600,107.22,33.708888888888886
615,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49800.0,116.78671428571428,149.92885714285714,194.42342857142862,691,616,863,2170,579,151.89999999999998,37.08444444444444
616,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Dolphins  (15356409),49600.0,115.14471428571429,149.9218571428571,195.1244285714286,1072,617,718,2407,694,126.63999999999999,43.33999999999999
617,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49900.0,115.21171428571431,149.91885714285715,199.83485714285717,1062,618,120,1800,446,135.1,21.959999999999997
618,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,112.93185714285715,149.91257142857143,197.67585714285718,1535,619,337,2491,744,114.44,39.234444444444435
