,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank,FPTS,%Drafted
1008,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),T.Y. Hilton (15355876),Jonnu Smith (15356204),Melvin Gordon III (15355634),Dolphins  (15356409),49500.0,117.7717142857143,148.46385714285714,190.49842857142858,507,1009,1599,3115,1039,150.4,30.163333333333338
1009,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Amari Cooper (15355854),DeAndre Hopkins (15355830),Chris Herndon (15356226),Melvin Gordon III (15355634),Cardinals  (15356396),49800.0,117.5137142857143,148.46285714285716,192.46285714285716,552,1010,1238,2800,901,138.22,31.928888888888885
1010,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,112.41685714285715,148.4625714285714,198.17585714285718,1642,1011,278,2931,960,148.84,50.871111111111105
1011,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,111.51185714285714,148.4625714285714,196.15585714285717,1803,1012,568,3383,1146,140.94,42.58888888888888
1012,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49800.0,116.2337142857143,148.45785714285714,195.2514285714286,804,1013,701,2518,759,122.42,40.47999999999999
1013,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49900.0,117.53871428571428,148.45785714285714,192.9664285714286,548,1014,1149,2711,839,129.62,37.14666666666667
1014,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,113.82885714285715,148.45457142857143,193.33985714285717,1343,1015,1081,3439,1171,135.7,21.674444444444443
1015,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Amari Cooper (15355854),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,114.53171428571429,148.44885714285712,196.5134285714286,1207,1016,508,2731,857,167.79999999999998,29.471111111111114
1016,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49600.0,116.11171428571429,148.44385714285715,191.94485714285716,833,1017,1328,3178,1074,154.89999999999998,26.501111111111115
1017,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Amari Cooper (15355854),Jonnu Smith (15356204),Breshad Perriman (15355972),Cardinals  (15356396),49600.0,117.84171428571429,148.44385714285715,191.65485714285717,492,1018,1379,2889,943,157.39999999999998,30.88444444444444
1018,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49700.0,118.27871428571429,148.44285714285715,186.28785714285718,417,1019,2055,3491,1197,140.52,32.12222222222222
1019,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Jonnu Smith (15356204),Mike Williams (15355946),Cardinals  (15356396),49600.0,114.79171428571428,148.43885714285716,192.00485714285716,1151,1020,1321,3492,1198,155.6,25.741111111111113
1020,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49600.0,114.8317142857143,148.43885714285713,194.73342857142862,1140,1021,797,2958,975,139.1,35.05222222222221
1021,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49900.0,116.9117142857143,148.43385714285716,190.25985714285716,667,1022,1639,3328,1128,147.0,16.746666666666666
1022,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Amari Cooper (15355854),Breshad Perriman (15355972),Jonnu Smith (15356204),T.Y. Hilton (15355876),Dolphins  (15356409),49900.0,118.68171428571428,148.43385714285714,192.6984285714286,350,1023,1193,2566,781,133.0,30.441111111111113
1023,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,116.93085714285715,148.4335714285714,194.87785714285718,663,1024,773,2460,724,115.82,38.904444444444444
1024,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),T.Y. Hilton (15355876),Dolphins  (15356409),49900.0,115.6317142857143,148.42885714285714,193.04842857142862,952,1025,1134,3111,1036,131.20000000000002,25.297777777777778
1025,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,114.37871428571428,148.42785714285716,190.48285714285717,1241,1026,1600,3867,1354,121.82,26.485555555555557
1026,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Diontae Johnson (15355932),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49900.0,111.68471428571428,148.42685714285716,195.31085714285717,1777,1027,690,3494,1201,140.83999999999997,41.85666666666666
1027,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),49600.0,117.41885714285715,148.4195714285714,188.21985714285717,571,1028,1891,3490,1196,144.2,22.84777777777778
1028,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49900.0,114.05371428571428,148.41785714285714,190.47285714285718,1302,1029,1607,3938,1388,141.82,36.54666666666667
1029,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Breshad Perriman (15355972),Cardinals  (15356396),49800.0,112.3647142857143,148.40685714285715,193.11585714285718,1659,1030,1122,3811,1331,143.73999999999998,40.49999999999999
1030,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),Amari Cooper (15355854),Jets  (15356411),49500.0,112.12185714285715,148.39257142857142,197.01585714285716,1707,1031,423,3161,1066,144.94,35.93333333333332
1031,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,116.75885714285714,148.38957142857143,194.11485714285718,697,1032,932,2661,818,169.6,25.037777777777777
1032,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Davante Adams (15355828),Jonnu Smith (15356204),Breshad Perriman (15355972),Dolphins  (15356409),49600.0,114.94371428571428,148.38785714285714,189.5614285714286,1123,1033,1735,3891,1363,121.32000000000001,24.964444444444446
1033,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,116.75871428571428,148.38785714285714,192.2714285714286,698,1034,1276,3008,1002,125.62,30.422222222222224
1034,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49500.0,114.6187142857143,148.37785714285712,189.55142857142857,1185,1035,1740,3960,1396,141.32,35.025555555555556
1035,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49500.0,114.70185714285715,148.37757142857143,196.89585714285718,1169,1036,439,2644,813,152.94000000000003,38.815555555555555
1036,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49800.0,118.5187142857143,148.37285714285713,193.97142857142862,374,1037,963,2374,670,126.52,28.424444444444443
1037,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49700.0,114.00171428571429,148.36885714285708,187.5834285714286,1311,1038,1962,4311,1569,143.79999999999998,30.317777777777778
1038,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Mike Williams (15355946),Breshad Perriman (15355972),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),50000.0,117.90171428571428,148.36385714285709,192.0034285714286,482,1039,1322,2843,929,129.0,23.716666666666665
1039,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49500.0,113.33171428571428,148.35885714285715,195.01485714285718,1439,1040,738,3217,1084,134.89999999999998,23.475555555555555
1040,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Mike Williams (15355946),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),50000.0,111.92471428571429,148.35685714285714,202.99442857142856,1748,1041,12,2801,903,126.84,38.15888888888889
1041,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Mike Williams (15355946),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),50000.0,119.21585714285715,148.34857142857143,193.59785714285718,266,1042,1032,2340,657,119.92,26.848888888888887
1042,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49700.0,112.39185714285715,148.3425714285714,198.22585714285717,1647,1043,272,2962,978,140.54,34.94888888888889
1043,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49900.0,113.96971428571429,148.34185714285715,194.03085714285714,1320,1044,949,3313,1122,144.94,29.80111111111111
1044,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Davante Adams (15355828),Amari Cooper (15355854),Chris Herndon (15356226),T.Y. Hilton (15355876),Dolphins  (15356409),49600.0,116.61871428571428,148.33785714285713,191.20642857142857,725,1045,1474,3244,1095,115.61999999999999,30.91111111111111
1045,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Cardinals  (15356396),49900.0,116.33871428571429,148.33285714285716,189.19285714285718,780,1046,1780,3606,1256,145.92000000000002,24.491111111111113
1046,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),50000.0,113.99585714285715,148.32357142857143,193.25285714285718,1314,1047,1096,3457,1180,124.02,30.695555555555554
1047,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Mike Williams (15355946),Amari Cooper (15355854),Jonnu Smith (15356204),Melvin Gordon III (15355634),Dolphins  (15356409),49800.0,115.51471428571428,148.32185714285714,197.87442857142855,981,1048,309,2338,656,135.34,39.332222222222214
1048,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Davante Adams (15355828),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Breshad Perriman (15355972),Cardinals  (15356396),49500.0,115.03171428571429,148.31885714285715,196.03485714285716,1098,1049,587,2734,858,131.7,35.27777777777777
1049,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49500.0,115.71171428571431,148.31885714285713,196.80342857142855,931,1050,454,2435,707,138.70000000000002,27.41222222222222
1050,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49600.0,116.84585714285713,148.3185714285714,187.15285714285716,681,1051,1989,3721,1301,143.12,30.59222222222222
1051,Matt Ryan (15355529),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Davante Adams (15355828),Diontae Johnson (15355932),Jonnu Smith (15356204),Adam Humphries (15356020),Dolphins  (15356409),49700.0,115.1437142857143,148.30785714285713,186.57142857142856,1073,1052,2040,4165,1500,144.52,24.967777777777783
1052,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,111.98185714285715,148.3025714285714,195.88585714285716,1736,1053,610,3399,1153,145.94,44.71
1053,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,110.25185714285715,148.30257142857138,196.17585714285718,1956,1054,564,3574,1241,143.43999999999997,40.32666666666667
1054,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49500.0,112.78171428571429,148.29885714285714,190.09985714285716,1558,1055,1668,4281,1556,144.09999999999997,30.623333333333335
1055,Dak Prescott (15355527),Derrick Henry (15355598),Ezekiel Elliott (15355596),Diontae Johnson (15355932),Breshad Perriman (15355972),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,116.04385714285715,148.2945714285714,191.65985714285716,846,1056,1377,3279,1106,133.9,35.04111111111111
1056,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Davante Adams (15355828),Mike Williams (15355946),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49800.0,116.68171428571428,148.29385714285715,194.51985714285718,712,1057,839,2608,798,129.29999999999998,24.022222222222222
1057,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Amari Cooper (15355854),Breshad Perriman (15355972),Jonnu Smith (15356204),Melvin Gordon III (15355634),Jets  (15356411),49800.0,117.58585714285715,148.28857142857143,188.13285714285718,538,1058,1904,3500,1205,132.52,31.868888888888883
1058,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49900.0,114.2797142857143,148.28685714285714,202.4444285714286,1259,1059,26,2344,660,124.03999999999999,42.74888888888888
1059,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49500.0,115.44085714285713,148.28357142857143,190.50285714285718,1002,1060,1597,3659,1281,138.62,35.007777777777775
1060,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,114.53585714285713,148.2835714285714,188.48285714285717,1206,1061,1861,4128,1481,130.72000000000003,26.72555555555555
1061,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),Melvin Gordon III (15355634),Cardinals  (15356396),49900.0,113.33471428571428,148.28185714285715,193.09585714285717,1438,1062,1125,3625,1268,154.74,35.39888888888888
1062,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Adam Humphries (15356020),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49600.0,113.5317142857143,148.27885714285713,192.02485714285717,1400,1063,1319,3782,1320,158.10000000000002,23.47888888888889
1063,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49600.0,115.3017142857143,148.27885714285713,194.4634285714286,1041,1064,853,2958,976,144.10000000000002,37.173333333333325
1064,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Mike Williams (15355946),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Dolphins  (15356409),49900.0,112.05471428571428,148.27685714285712,195.8844285714286,1723,1065,611,3399,1154,138.94,43.949999999999996
1065,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Diontae Johnson (15355932),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Dolphins  (15356409),49600.0,112.9597142857143,148.27685714285712,197.90442857142855,1523,1066,307,2896,945,146.84,52.23222222222221
1066,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Julio Jones (15355834),Adam Humphries (15356020),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Dolphins  (15356409),49900.0,114.37171428571428,148.26885714285714,193.06842857142857,1244,1067,1130,3441,1172,133.7,23.035555555555554
1067,Kyler Murray (15355534),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),49700.0,111.3847142857143,148.26685714285713,203.31585714285717,1821,1068,7,2896,944,130.04000000000002,37.10777777777778
1068,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Mike Williams (15355946),Amari Cooper (15355854),Chris Herndon (15356226),Ezekiel Elliott (15355596),Cardinals  (15356396),49800.0,116.6337142857143,148.25785714285715,193.56285714285718,723,1069,1038,2830,922,138.22,40.70888888888888
1069,Dak Prescott (15355527),Derrick Henry (15355598),Jonathan Taylor (15355620),Mike Williams (15355946),Breshad Perriman (15355972),DeAndre Hopkins (15355830),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49700.0,114.69385714285715,148.2545714285714,196.37485714285717,1173,1070,532,2775,882,130.3,38.93111111111111
1070,Matt Ryan (15355529),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Amari Cooper (15355854),Breshad Perriman (15355972),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49900.0,116.35085714285715,148.2535714285714,192.70285714285717,776,1071,1191,3038,1012,121.22,35.28555555555555
1071,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),Ezekiel Elliott (15355596),Jets  (15356411),49800.0,113.65685714285715,148.25257142857143,197.53085714285717,1381,1072,357,2810,907,140.23999999999998,50.65666666666666
1072,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Adam Humphries (15356020),Amari Cooper (15355854),Chris Herndon (15356226),DeAndre Hopkins (15355830),Cardinals  (15356396),50000.0,112.0997142857143,148.24685714285715,197.66585714285716,1714,1073,340,3127,1047,143.44,38.81555555555555
1073,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Corey Davis (15355960),Davante Adams (15355828),T.Y. Hilton (15355876),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,113.42885714285713,148.24457142857142,192.26985714285718,1422,1074,1278,3774,1316,158.79999999999995,29.16
1074,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Davante Adams (15355828),Adam Humphries (15356020),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Jets  (15356411),49900.0,114.12585714285713,148.2435714285714,186.14285714285717,1291,1075,2063,4429,1609,136.11999999999998,36.486666666666665
1075,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Mike Williams (15355946),Jonnu Smith (15356204),T.Y. Hilton (15355876),Jets  (15356411),49700.0,112.69185714285715,148.24257142857144,199.59085714285717,1579,1076,142,2797,895,119.33999999999999,33.45444444444444
1076,Dak Prescott (15355527),Derrick Henry (15355598),Melvin Gordon III (15355634),Davante Adams (15355828),Adam Humphries (15356020),Amari Cooper (15355854),Jonnu Smith (15356204),T.Y. Hilton (15355876),Dolphins  (15356409),49700.0,117.96171428571431,148.23385714285712,187.9484285714286,472,1077,1929,3478,1191,142.2,24.20888888888889
1077,Matt Ryan (15355529),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),T.Y. Hilton (15355876),Jonnu Smith (15356204),Melvin Gordon III (15355634),Cardinals  (15356396),49700.0,116.46871428571428,148.23285714285714,189.33785714285716,755,1078,1761,3594,1250,131.52,23.995555555555555
1078,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Davante Adams (15355828),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Cardinals  (15356396),49500.0,114.97471428571428,148.23185714285714,198.19585714285716,1109,1079,276,2464,728,138.54,38.28111111111111
1079,Dak Prescott (15355527),Melvin Gordon III (15355634),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,114.17885714285713,148.2245714285714,194.19485714285716,1277,1080,915,3272,1104,172.8,22.015555555555554
1080,Kyler Murray (15355534),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49800.0,112.53685714285713,148.2175714285714,194.89585714285712,1619,1081,765,3465,1184,147.54,28.27111111111111
1081,Dak Prescott (15355527),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Davante Adams (15355828),Adam Humphries (15356020),Jonnu Smith (15356204),T.Y. Hilton (15355876),Cardinals  (15356396),49500.0,115.06671428571428,148.21385714285717,188.81985714285716,1090,1082,1823,3995,1414,148.2,18.567777777777778
1082,Kyler Murray (15355534),Derrick Henry (15355598),Ezekiel Elliott (15355596),Corey Davis (15355960),Julio Jones (15355834),Adam Humphries (15356020),Jonnu Smith (15356204),Amari Cooper (15355854),Dolphins  (15356409),49600.0,112.6647142857143,148.20685714285713,196.7444285714286,1587,1083,462,3132,1052,142.94,37.29444444444444
1083,Matt Ryan (15355529),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Jets  (15356411),49500.0,117.72585714285714,148.19857142857143,189.22285714285718,513,1084,1777,3374,1140,142.72000000000003,22.95222222222222
1084,Kyler Murray (15355534),Derrick Henry (15355598),Melvin Gordon III (15355634),Corey Davis (15355960),Julio Jones (15355834),Breshad Perriman (15355972),Jonnu Smith (15356204),Ezekiel Elliott (15355596),Cardinals  (15356396),49800.0,110.55471428571428,148.19685714285714,196.16585714285716,1920,1085,567,3572,1238,134.74,32.37333333333333
1085,Matt Ryan (15355529),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Julio Jones (15355834),Diontae Johnson (15355932),Mike Williams (15355946),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),49700.0,115.83585714285715,148.1935714285714,195.36285714285717,902,1086,685,2673,821,131.02,33.581111111111106
1086,Kyler Murray (15355534),Derrick Henry (15355598),Jonathan Taylor (15355620),Corey Davis (15355960),Julio Jones (15355834),Diontae Johnson (15355932),Jonnu Smith (15356204),DeAndre Hopkins (15355830),Dolphins  (15356409),49600.0,115.2447142857143,148.19185714285715,196.62442857142855,1056,1087,488,2631,808,150.94000000000003,40.17666666666666
1087,Matt Ryan (15355529),Jonathan Taylor (15355620),Melvin Gordon III (15355634),Julio Jones (15355834),Amari Cooper (15355854),T.Y. Hilton (15355876),Chris Herndon (15356226),DeAndre Hopkins (15355830),Jets  (15356411),50000.0,117.95585714285716,148.1885714285714,193.61785714285716,474,1088,1027,2589,788,122.41999999999999,24.586666666666666
1088,Dak Prescott (15355527),Jonathan Taylor (15355620),Ezekiel Elliott (15355596),Davante Adams (15355828),Diontae Johnson (15355932),Mike Williams (15355946),Jonnu Smith (15356204),Amari Cooper (15355854),Jets  (15356411),50000.0,115.87885714285713,148.18457142857142,195.21485714285717,887,1089,707,2683,826,169.6,33.81777777777777
